Number of particles = 38
A = 1 Angstrom (basic length-scale)
H0(1,1) = 144.145000 A
H0(1,2) = 0 A
H0(1,3) = 0 A
H0(2,1) = 0 A
H0(2,2) = 144.167000 A
H0(2,3) = 0 A
H0(3,1) = 0 A
H0(3,2) = 0 A
H0(3,3) = 144.163000 A
.NO_VELOCITY.
entry_count = 7
auxiliary[0] = index
auxiliary[1] = leader
auxiliary[2] = size
auxiliary[3] = radius
4.008
Ga
0.16451100	0.28493683	0.03588575	0	0	6	8.7551e-01	
0.03728330	0.17785000	0.04099622	1	1	4	5.3010e-01	
0.09912215	0.34178482	0.50777027	2	10	11	1.3300e+00	
0.17228300	0.13024150	0.91183200	3	11	6	8.5441e-01	
0.07222475	0.50891000	0.02737700	4	17	4	5.3968e-01	
0.04256825	0.62062525	0.06264783	5	21	4	5.1501e-01	
0.14889600	0.37584833	0.75484956	6	35	9	1.1796e+00	
0.03223544	0.97576562	0.18193146	7	44	13	1.6296e+00	
0.23688220	0.87918060	0.27931600	8	57	5	7.2748e-01	
0.21801120	0.75748400	0.94085880	9	62	5	7.8474e-01	
0.33505713	0.39887638	0.10479009	10	67	8	1.0915e+00	
0.28396470	0.60997610	0.15770840	11	75	10	1.2982e+00	
0.48555886	0.66506614	0.34222229	12	85	7	1.0380e+00	
0.37080867	0.65741056	0.52390267	13	89	9	1.2220e+00	
0.38851933	0.52891433	0.90968833	14	97	3	5.3080e-01	
0.30998133	0.89053933	0.39036483	15	103	6	8.8016e-01	
0.46518643	0.80619229	0.75404071	16	110	7	9.7973e-01	
0.31000427	0.98491664	0.74242564	17	111	11	1.4008e+00	
0.67243500	0.25029750	0.02943145	18	128	2	1.9225e+00	
0.63994143	0.34100629	0.20922193	19	130	14	1.7175e+00	
0.57867500	0.47717900	0.13915280	20	134	5	7.3802e-01	
0.68157360	0.51489260	0.43964400	21	149	5	7.0993e-01	
0.58685420	0.98882360	0.25282340	22	154	5	7.1003e-01	
0.52487837	0.95512400	0.48587237	23	159	8	1.0499e+00	
0.58437800	0.71643737	0.75690788	24	167	8	1.1777e+00	
0.61137433	0.96946567	0.79042767	25	175	3	4.8360e-01	
0.88504233	0.10632987	0.71538083	26	178	6	8.3758e-01	
0.75940860	0.10434842	0.87791660	27	184	5	7.0992e-01	
0.98943340	0.54934180	0.30832980	28	189	5	7.1363e-01	
0.88718180	0.51306780	0.59209020	29	194	5	7.2993e-01	
0.84999275	0.56973825	0.69131300	30	199	4	5.5264e-01	
0.80071300	0.68237675	0.10221287	31	203	4	5.6103e-01	
0.85362900	0.97441400	0.19347333	32	207	6	8.3439e-01	
0.90070750	0.70001833	0.25719533	33	213	6	9.0488e-01	
0.82039660	0.91831540	0.30092200	34	219	5	6.4295e-01	
0.81492033	0.81428533	0.67330083	35	224	6	8.5514e-01	
0.84903720	0.71047240	0.72981500	36	230	5	6.8789e-01	
0.83753193	0.92562887	0.83008287	37	235	15	1.7732e+00	
